Customer_ID,Day Mins,Eve Mins,Night Mins,Intl Mins
371-6990,158.6,211.2,179.3,10.2
371-7191,161.6,195.5,254.4,13.7
371-7366,242.2,159.7,210.0,8.9
371-7917,166.1,79.3,213.7,12.7
371-8452,172.2,162.6,250.3,8.7
371-8598,208.3,253.6,291.0,12.6
371-9414,174.3,254.1,176.4,5.9
371-9457,176.9,167.9,182.2,7.7
371-9482,217.0,207.0,268.0,8.2
371-9602,251.9,194.6,211.2,8.4
372-1115,201.9,212.3,176.9,7.8
372-1493,184.8,248.6,133.1,9.6
372-1534,130.2,278.0,305.4,14.0
372-1824,163.2,167.6,87.5,6.2
372-2296,117.5,206.8,194.4,4.2
372-2990,171.2,193.6,196.5,10.2
372-3750,58.2,138.7,136.8,11.9
372-3987,125.3,167.6,260.6,8.4
372-4203,151.5,248.7,199.8,10.7
372-4722,126.7,155.5,206.2,14.4
372-4835,190.2,262.2,130.0,8.8
372-4868,89.8,233.2,165.7,9.3
372-5262,162.6,206.2,141.6,8.2
372-5384,115.0,137.8,224.0,7.3
372-6497,299.5,226.7,210.7,13.7
372-6623,209.9,221.3,210.0,8.2
372-6920,185.1,213.0,196.1,8.5
372-7326,140.7,195.2,252.9,11.7
372-7990,291.8,214.3,151.2,9.9
372-8048,142.3,194.8,239.3,16.0
372-8405,154.8,171.5,227.3,10.6
372-8883,123.1,213.9,184.9,12.0
372-8925,148.7,167.3,270.6,10.4
372-9091,115.3,224.7,152.5,18.0
372-9816,111.8,239.6,268.3,6.9
372-9852,175.4,197.4,188.2,9.7
372-9976,126.3,166.8,187.8,9.4
373-1028,175.2,151.7,230.5,5.3
373-1448,229.7,336.0,192.8,9.6
373-2053,335.5,212.5,265.0,12.7
373-2091,224.7,192.0,212.2,11.3
373-2339,102.8,281.7,228.1,13.2
373-2782,224.4,159.5,192.8,13.0
373-2903,196.8,254.2,261.8,7.7
373-3251,177.5,287.4,180.5,11.9
373-3538,196.7,205.9,216.6,11.2
373-3549,213.1,206.2,163.4,8.9
373-3731,161.6,196.3,294.8,13.8
373-3959,247.2,225.5,186.3,6.1
373-4264,326.3,165.1,162.9,7.5
373-4274,61.9,262.6,212.5,8.8
373-4483,189.3,239.3,89.7,9.9
373-4819,160.6,163.2,187.1,9.0
373-5196,144.4,266.5,217.6,7.1
373-5438,150.7,197.3,169.0,9.2
373-5670,76.1,290.3,236.9,10.8
373-5732,242.1,191.0,218.6,14.7
373-5928,143.2,169.9,221.6,11.6
373-6379,55.3,164.7,200.7,10.2
373-6681,184.5,183.2,127.4,12.3
373-6784,310.4,66.5,246.5,9.2
373-6922,288.0,255.8,233.4,13.4
373-7037,216.8,102.2,174.0,8.6
373-7308,137.1,155.7,247.6,11.5
373-7690,189.3,118.6,250.2,12.5
373-7713,178.7,233.7,131.9,9.1
373-7974,295.0,223.6,229.4,12.9
373-8483,238.0,278.5,193.1,11.8
373-8895,152.5,252.4,185.4,4.9
373-8900,212.7,225.2,195.1,7.0
373-8908,276.1,201.1,231.3,8.9
373-8920,195.7,106.2,157.4,5.3
373-9108,119.0,187.5,189.3,11.5
374-1213,182.7,246.5,218.0,8.8
374-1551,118.1,144.3,225.1,8.2
374-1684,199.1,221.8,65.7,4.2
374-1836,118.4,144.1,158.1,8.5
374-1981,293.7,272.5,178.2,11.0
374-2073,220.7,270.2,121.6,8.7
374-3534,200.3,220.4,253.8,10.5
374-4664,250.6,187.9,120.3,7.8
374-5224,174.4,196.7,127.4,11.8
374-5301,134.9,211.5,188.5,11.3
374-5353,300.3,181.0,270.1,11.7
374-5530,175.4,250.7,289.3,9.8
374-5965,183.0,214.8,206.4,8.7
374-6217,164.5,147.9,252.7,11.2
374-6525,206.2,176.4,297.1,11.0
374-6966,256.2,160.7,249.4,7.4
374-7285,215.3,242.4,279.8,12.1
374-7787,165.5,286.2,198.9,11.5
374-8042,178.9,169.1,148.6,13.8
374-8187,239.4,259.4,238.0,7.7
374-8329,145.9,208.2,180.9,14.4
374-8525,175.8,217.5,237.5,5.3
374-9107,134.4,211.3,193.6,10.2
374-9203,267.9,223.0,262.7,11.3
374-9531,250.8,152.5,148.1,10.0
374-9576,148.2,220.4,134.2,9.2
375-1476,250.2,267.1,151.0,13.0
375-1721,175.4,98.3,201.9,10.6
375-1746,123.3,170.0,165.9,12.7
375-2098,283.1,286.2,261.7,11.3
375-2165,220.6,155.2,186.7,10.5
375-2184,130.1,167.0,244.7,13.6
375-2522,145.6,287.9,181.7,9.2
375-2975,191.9,256.1,203.7,14.3
375-3003,217.1,236.0,118.3,9.4
375-3341,156.4,130.4,207.3,7.3
375-3586,209.9,195.1,208.2,8.8
375-3658,210.4,225.5,168.7,9.7
375-3668,160.0,184.5,208.3,6.1
375-3826,271.1,237.0,239.9,9.8
375-4107,112.2,209.6,260.9,13.9
375-4770,134.2,211.9,167.6,8.2
375-4900,113.2,185.5,237.3,9.5
375-5414,182.9,292.4,142.3,11.5
375-5439,197.2,249.9,298.9,3.9
375-5547,252.1,226.1,155.6,13.8
375-5562,217.0,152.3,134.3,11.8
375-6911,197.7,250.5,181.2,10.5
375-8013,194.4,186.7,223.3,10.8
375-8238,150.0,285.9,190.6,9.4
375-8304,208.0,198.9,76.4,8.6
375-8493,80.2,219.0,122.6,8.6
375-8505,233.2,113.3,118.0,16.1
375-8596,256.8,230.1,143.6,9.1
375-8761,219.7,186.8,184.5,9.5
375-8880,227.0,258.7,169.7,8.9
375-8934,91.7,150.6,63.3,7.7
375-9180,196.1,236.8,182.3,11.9
375-9671,204.3,247.3,214.7,12.0
375-9930,211.1,206.9,193.9,5.6
375-9999,299.4,61.9,196.9,6.6
376-1000,172.7,139.1,174.3,11.7
376-1641,71.2,304.4,183.3,8.6
376-1677,125.6,213.0,181.7,5.4
376-1713,246.8,187.8,154.5,12.6
376-2408,231.0,222.3,148.0,8.3
376-2550,210.4,176.6,149.7,15.5
376-2922,233.9,218.9,182.9,9.5
376-4035,204.2,205.9,286.5,8.3
376-4271,130.1,247.2,289.4,13.5
376-4284,186.5,178.0,215.6,12.1
376-4292,274.0,231.8,283.6,6.2
376-4300,64.6,176.1,244.8,0.0
376-4484,283.9,192.0,196.3,10.0
376-4519,119.4,273.3,214.4,12.4
376-4540,228.4,145.1,245.3,7.7
376-4665,73.8,143.4,170.2,10.9
376-4705,162.8,229.6,332.7,13.6
376-4856,202.2,216.8,239.4,11.8
376-4861,199.8,167.1,271.8,5.5
376-5201,128.7,117.6,198.4,10.8
376-5213,226.9,182.2,203.9,11.6
376-5375,191.3,250.7,249.4,17.6
376-5471,214.4,138.0,148.7,9.9
376-5908,148.7,259.0,149.5,12.7
376-7043,146.4,225.1,230.1,8.5
376-7145,208.9,252.4,280.2,12.8
376-7207,183.2,209.4,172.4,11.9
376-8573,130.7,260.6,244.2,9.4
376-9249,278.3,93.4,107.6,9.7
376-9513,255.9,204.1,171.3,12.3
376-9607,113.1,168.8,262.9,6.9
376-9716,227.8,161.8,217.0,8.0
376-9940,147.1,200.0,234.9,12.5
377-1164,169.8,197.7,193.7,11.6
377-1218,214.3,289.8,312.5,10.6
377-1273,261.4,215.7,271.8,8.0
377-1293,263.8,251.3,200.1,8.4
377-1479,205.5,219.3,215.9,14.0
377-1765,252.6,169.0,170.9,11.1
377-2235,182.9,239.6,229.8,5.5
377-2725,172.4,256.6,235.3,0.0
377-3139,221.1,236.7,252.3,9.5
377-3417,243.0,191.8,117.8,13.4
377-3876,80.3,199.9,170.8,16.6
377-4169,241.0,231.8,220.2,9.9
377-4518,277.0,238.3,94.4,8.3
377-4975,138.4,158.9,47.4,3.9
377-5043,260.1,256.5,229.1,10.0
377-5258,160.3,221.3,150.4,11.2
377-5417,236.8,186.4,126.9,10.4
377-5441,221.9,254.7,250.5,7.2
377-6635,39.5,264.3,185.8,10.0
377-7107,189.5,189.8,205.8,13.1
377-7177,138.6,172.3,231.6,9.8
377-7276,216.6,173.1,242.1,9.1
377-7399,106.4,140.2,90.9,11.4
377-7561,191.7,241.4,203.5,9.1
377-7843,231.7,225.1,201.7,12.1
377-8067,174.5,224.2,116.3,12.3
377-8266,148.6,210.8,203.7,10.0
377-8267,209.4,211.5,291.2,7.2
377-8309,234.7,195.7,253.4,8.4
377-8608,168.3,221.2,241.0,12.5
377-9092,170.7,240.2,119.0,11.4
377-9178,160.2,138.9,312.5,9.7
377-9473,181.4,253.8,112.3,11.6
377-9520,203.0,150.9,245.5,14.6
377-9829,146.1,277.4,137.7,6.2
377-9932,182.3,328.2,245.0,11.2
378-1144,143.8,184.0,275.5,12.9
378-1303,181.5,130.7,186.5,8.5
378-1884,255.1,266.9,197.7,8.8
378-1936,245.8,286.7,240.7,9.0
378-2397,164.9,126.5,238.5,10.0
378-2432,140.0,153.7,50.1,12.5
378-2940,252.9,284.3,262.8,12.3
378-3508,136.8,200.8,133.7,10.3
378-3625,326.5,176.3,181.7,10.7
378-3722,244.9,219.6,210.8,9.7
378-3879,196.6,170.2,194.3,12.5
378-4013,127.7,215.0,234.3,5.8
378-4145,254.9,243.2,190.8,5.4
378-4179,204.6,212.5,182.1,9.8
378-4294,153.1,234.1,329.2,9.9
378-4557,236.7,231.9,164.7,12.7
378-4617,232.5,181.8,203.1,10.4
378-5633,232.4,186.0,190.5,12.3
378-5692,196.6,313.2,163.3,11.9
378-6276,209.5,109.6,189.7,9.1
378-6772,12.5,256.6,169.4,7.7
378-6924,115.4,209.9,280.9,15.9
378-6986,276.7,203.7,246.2,8.3
378-7299,185.6,219.7,152.1,11.1
378-7418,153.2,263.3,135.0,11.9
378-7733,159.3,125.9,261.9,11.1
378-7872,150.7,246.7,103.8,7.0
378-8019,175.2,244.4,75.8,7.5
378-8029,151.5,147.8,210.4,10.0
378-8137,151.6,219.4,224.7,4.0
378-8342,202.9,178.6,203.8,12.8
378-8567,209.4,273.8,150.2,12.8
378-8572,142.3,306.3,196.5,9.9
378-9029,131.8,136.7,308.2,7.7
378-9090,89.7,138.6,165.8,10.7
378-9478,210.9,329.3,127.1,9.4
378-9506,181.8,198.6,206.6,9.3
378-9542,317.8,152.9,123.4,10.4
379-1336,96.5,145.8,174.4,9.4
379-1720,254.7,252.2,178.1,8.0
379-2503,133.3,247.8,219.0,11.3
379-2508,166.6,192.4,167.9,7.7
379-2514,69.1,136.3,181.7,6.3
379-2523,88.5,324.8,79.9,8.2
379-2991,115.7,127.8,107.5,9.3
379-3012,132.4,121.6,197.7,8.6
379-3037,170.7,109.9,165.7,8.7
379-3132,143.7,297.8,212.6,11.4
379-3953,214.1,240.5,188.9,10.1
379-4257,127.0,323.2,143.9,7.5
379-4372,177.2,248.9,200.8,8.6
379-4583,105.9,231.7,281.3,10.7
379-5211,216.7,116.5,220.0,9.8
379-5503,155.9,224.2,221.0,8.6
379-5592,203.1,210.1,195.6,12.0
379-5885,266.7,158.2,287.7,13.8
379-5933,150.9,161.8,167.7,11.7
379-6506,161.2,252.2,160.2,4.4
379-6652,40.9,133.4,264.2,11.9
379-6970,279.5,203.2,174.2,10.7
379-7009,254.2,228.1,98.0,13.8
379-7192,157.0,256.9,185.5,12.1
379-7215,269.2,193.8,257.6,8.9
379-7290,197.2,188.5,211.1,7.8
379-7779,143.2,209.1,173.0,11.9
379-8248,140.1,209.6,264.1,8.0
379-8526,253.2,201.0,195.3,9.7
379-8681,321.3,167.9,193.6,8.0
379-8805,190.6,152.3,144.7,7.5
379-9524,197.8,133.9,177.3,10.9
379-9821,142.3,204.5,203.1,9.1
379-9859,156.4,171.0,196.1,8.6
380-1096,150.9,268.6,179.9,14.7
380-2558,157.4,117.9,279.2,13.9
380-2600,176.1,159.4,269.1,12.1
380-2758,199.2,187.3,214.0,13.3
380-2929,232.9,152.1,344.3,10.7
380-3161,187.0,141.4,238.2,10.0
380-3186,203.8,205.1,154.9,9.0
380-3311,174.7,160.6,155.3,13.4
380-3329,149.6,239.8,293.5,7.4
380-3437,128.3,197.1,138.4,12.2
380-3561,271.5,216.3,121.1,11.7
380-3910,237.7,207.1,182.2,4.5
380-3974,96.7,193.8,171.7,9.7
380-4080,112.6,261.7,123.5,11.1
380-4374,117.8,199.2,244.1,11.8
380-5102,99.7,145.1,149.4,14.1
380-5246,128.2,48.1,116.3,8.9
380-5286,261.4,154.5,130.9,11.6
380-5667,198.8,238.6,289.5,11.5
380-5873,199.2,175.1,210.6,10.2
380-6074,272.5,253.0,180.8,8.7
380-6342,236.1,289.2,175.4,9.1
380-6413,158.7,198.4,181.1,10.5
380-6437,154.4,203.8,158.7,11.8
380-6571,115.1,196.8,212.4,11.4
380-6631,161.3,250.3,142.4,6.6
380-6722,75.3,179.9,193.8,12.3
380-7277,165.4,183.7,80.2,8.9
380-7321,180.0,224.2,265.4,4.7
380-7624,276.6,220.1,177.9,9.8
380-7742,220.7,217.7,190.5,13.2
380-7816,46.5,186.0,167.5,9.6
380-8727,115.5,218.1,254.9,11.5
380-9063,175.7,168.6,198.9,14.6
380-9409,119.7,189.7,256.2,12.9
380-9674,129.3,142.7,258.3,12.3
380-9849,175.3,262.3,143.9,5.6
380-9879,197.0,201.0,151.2,11.6
380-9990,143.6,134.3,215.6,15.5
381-1026,256.3,258.1,215.5,11.7
381-1328,136.1,181.4,131.4,11.3
381-2376,202.1,195.7,291.8,13.3
381-2413,223.8,244.8,223.8,12.3
381-2460,197.2,211.7,210.1,8.3
381-2498,191.1,282.8,84.8,12.0
381-2709,119.3,211.5,268.9,10.5
381-2726,242.2,233.2,188.5,6.2
381-2745,58.9,305.5,158.9,12.1
381-3735,166.0,236.1,134.3,10.9
381-4029,136.6,209.4,161.1,12.2
381-4076,186.9,256.3,334.7,8.9
381-4562,114.4,216.6,250.6,11.0
381-4565,147.0,165.7,243.2,8.4
381-4712,235.9,80.6,212.8,5.8
381-4756,192.6,195.5,109.7,6.8
381-5047,76.4,115.6,226.3,9.4
381-5273,154.6,241.6,160.0,12.6
381-5878,165.4,196.0,349.2,9.6
381-7003,175.8,274.3,226.6,12.4
381-7597,206.0,198.1,135.9,13.2
381-8422,227.5,234.9,166.4,9.0
381-8593,110.3,182.4,183.8,11.0
381-9049,207.2,254.1,169.3,9.5
381-9196,121.0,270.4,160.5,7.7
381-9234,240.4,201.8,206.1,16.1
381-9367,27.0,160.9,279.5,10.7
382-1104,98.0,240.7,254.8,10.5
382-1227,155.5,133.1,253.1,9.1
382-1399,189.7,156.1,244.0,8.3
382-2026,280.4,179.4,150.6,15.2
382-2182,99.6,308.7,161.2,13.7
382-2453,197.6,164.5,94.0,6.4
382-2879,178.3,282.6,181.0,11.4
382-3512,151.5,131.7,235.3,11.8
382-3966,160.4,293.9,306.6,12.6
382-4024,141.1,249.1,136.0,10.8
382-4084,261.2,214.2,154.9,12.7
382-4657,265.1,197.4,244.7,10.0
382-4872,181.8,158.1,266.2,9.7
382-4932,70.8,215.6,230.8,9.5
382-4943,130.6,208.1,204.6,15.6
382-4952,154.5,193.6,180.9,13.4
382-5401,153.1,185.9,224.3,10.0
382-5478,286.7,134.4,192.9,6.9
382-5743,245.0,216.9,112.4,7.5
382-6135,215.9,257.9,180.2,11.6
382-6153,190.5,205.5,130.7,13.8
382-6438,246.5,216.3,179.6,12.7
382-6827,208.7,275.5,182.5,8.0
382-7659,146.6,114.8,220.4,2.9
382-7993,270.8,220.4,169.9,11.8
382-7999,69.1,230.3,256.7,6.5
382-8079,246.4,182.0,157.6,12.1
382-8274,128.7,169.5,193.6,10.3
382-8518,168.0,192.4,166.5,10.1
382-9138,224.2,189.6,222.8,9.8
382-9297,133.8,158.8,189.6,10.5
382-9447,183.8,123.5,160.7,6.1
383-1121,212.0,31.2,293.3,12.6
383-1431,201.4,97.6,202.5,7.0
383-1509,161.0,190.9,227.7,12.1
383-1657,293.3,188.5,266.9,14.5
383-2017,221.3,157.8,192.5,11.3
383-2251,193.3,263.3,214.4,11.1
383-2537,208.3,236.7,179.1,11.3
383-2566,274.4,198.6,160.8,6.0
383-2901,191.1,149.6,227.8,9.8
383-3375,129.4,185.4,204.7,1.1
383-4061,230.9,243.2,182.4,11.0
383-4319,50.6,201.4,146.8,4.2
383-4322,99.9,263.5,254.7,9.8
383-4361,117.9,164.5,217.0,9.8
383-4641,183.1,147.4,350.2,11.3
383-4802,165.8,186.9,249.7,0.0
383-5109,80.3,153.3,309.2,12.8
383-5474,177.9,224.6,306.3,10.8
383-5976,135.9,271.0,179.1,9.5
383-6029,173.1,203.9,122.2,14.6
383-6095,165.8,190.0,144.0,10.9
383-6293,226.0,248.5,140.5,6.9
383-6356,204.4,273.2,179.6,11.0
383-6373,281.0,160.6,77.9,0.0
383-6489,211.1,176.7,221.5,14.7
383-6544,133.0,262.8,214.3,11.2
383-7689,201.8,225.0,204.4,10.3
383-8364,159.1,241.6,202.4,6.5
383-8695,200.1,188.9,205.1,15.5
383-8807,177.9,167.3,223.7,15.2
383-8848,288.7,203.8,203.2,8.6
383-8878,195.4,181.2,178.5,8.9
383-9255,182.3,169.9,184.0,9.3
383-9306,277.9,155.8,256.9,9.2
383-9355,197.5,206.9,163.6,11.3
383-9448,179.9,149.8,168.2,9.8
384-1135,207.1,200.1,194.2,12.4
384-1549,179.1,196.6,186.7,10.2
384-1621,261.8,220.6,136.6,9.6
384-1833,124.8,157.3,199.3,8.6
384-2219,183.2,179.2,292.8,9.9
384-2372,222.4,327.0,208.0,8.7
384-2632,207.0,154.9,245.1,13.4
384-2908,197.7,136.7,244.4,13.2
384-3101,234.8,140.9,204.3,9.5
384-3299,131.4,219.7,155.7,11.1
384-3389,157.1,213.1,280.4,7.6
384-3413,128.6,216.2,255.3,6.3
384-3902,220.0,179.9,188.2,11.5
384-3904,196.4,150.3,176.2,9.3
384-4385,148.4,267.1,151.5,8.9
384-4595,231.5,266.9,211.0,7.4
384-4938,216.2,363.7,126.7,16.9
384-5004,278.5,240.7,120.0,11.6
384-5027,226.9,201.6,130.2,13.2
384-5335,164.3,233.7,187.3,11.8
384-5343,141.7,221.0,227.1,10.2
384-5632,225.7,119.6,193.2,14.0
384-5907,182.8,212.7,193.8,11.0
384-6132,248.7,172.3,191.9,11.3
384-6264,96.1,246.8,229.7,9.7
384-6372,175.6,238.0,198.4,10.2
384-6654,178.4,247.0,259.9,9.6
384-7216,205.5,298.5,214.2,6.9
384-7236,211.2,312.5,178.0,10.7
384-7459,72.8,186.4,175.3,10.5
384-7724,141.3,253.6,215.8,6.4
384-7873,169.8,65.2,144.4,10.9
384-8629,55.6,242.7,176.3,11.3
384-8723,156.5,209.2,158.7,11.1
384-8890,86.5,285.2,180.4,8.7
384-9033,189.5,176.3,225.9,14.2
384-9243,169.3,156.0,210.8,11.6
384-9254,235.6,194.8,170.6,8.6
384-9682,184.1,211.7,243.0,9.9
385-1118,233.5,187.7,122.3,9.6
385-1214,168.6,259.2,279.8,7.3
385-1423,186.8,207.6,195.0,8.8
385-1464,239.9,253.8,128.7,6.7
385-1830,220.7,177.8,206.1,12.4
385-1985,206.2,232.4,251.6,13.6
385-2370,194.8,167.2,100.3,10.8
385-2488,165.9,216.5,173.1,14.1
385-2564,165.9,235.9,210.1,12.0
385-2683,194.5,186.3,178.3,12.7
385-2699,141.8,167.3,178.1,7.8
385-3111,83.5,221.1,349.7,12.6
385-3263,216.0,224.1,267.9,11.8
385-3540,117.1,235.4,221.3,9.0
385-4715,215.6,193.4,105.4,13.5
385-4766,291.6,221.1,229.2,14.0
385-5688,221.9,278.2,288.1,7.1
385-5722,197.0,222.8,225.3,10.6
385-6175,252.0,170.2,209.2,5.7
385-6778,195.6,267.8,164.9,16.0
385-6952,157.6,198.3,364.9,9.1
385-7082,176.4,158.8,306.6,9.3
385-7148,96.5,210.2,146.4,12.5
385-7157,139.3,192.3,151.0,9.3
385-7387,121.5,271.4,248.7,11.3
385-7688,198.1,177.0,180.5,6.8
385-7861,227.4,211.5,258.2,11.9
385-7922,220.1,268.2,146.5,11.1
385-8184,106.4,240.1,147.7,5.3
385-8240,60.0,102.2,261.8,11.1
385-8406,207.6,152.7,217.8,12.4
385-8730,134.2,227.3,122.4,8.5
385-8997,278.0,176.7,219.5,8.3
385-9657,150.2,185.7,212.5,12.1
385-9744,111.0,219.8,202.0,4.4
386-1131,191.4,167.4,216.5,14.0
386-1374,197.0,269.3,158.9,10.8
386-1418,184.8,216.4,141.1,18.4
386-1548,114.3,190.3,240.4,12.6
386-1631,218.5,134.2,118.9,9.4
386-2317,107.7,188.9,196.2,8.9
386-2759,181.4,164.5,171.0,10.9
386-2810,159.7,197.5,121.6,13.9
386-2923,190.7,218.2,129.6,8.1
386-2970,117.3,208.7,203.4,14.4
386-3596,169.7,165.9,191.9,12.8
386-3671,217.2,246.7,226.1,15.8
386-3717,109.5,332.1,258.6,6.6
386-3766,115.4,217.4,239.9,13.1
386-3796,211.9,202.9,213.5,8.8
386-3823,129.0,290.0,177.1,11.6
386-4170,62.6,180.6,221.7,10.4
386-4215,124.8,133.0,160.3,10.6
386-4581,145.6,230.9,181.5,11.4
386-5303,175.3,144.3,160.2,11.8
386-5684,204.7,209.4,212.9,7.0
386-6114,208.9,214.8,247.9,13.0
386-6306,170.5,217.2,225.7,13.6
386-6408,72.5,204.0,117.9,6.6
386-6411,173.1,247.2,158.7,11.5
386-6535,136.7,243.1,188.9,8.6
386-6580,141.4,146.4,123.0,8.1
386-7118,222.2,162.5,184.9,11.9
386-7281,146.7,203.5,203.4,13.7
386-7337,236.2,189.4,153.6,13.3
386-7456,141.9,228.9,195.1,8.7
386-7976,154.3,183.0,54.0,10.9
386-8118,205.2,99.5,189.5,13.4
386-8432,151.0,120.6,152.8,9.2
386-8536,196.5,190.0,163.2,10.8
386-8690,120.5,227.8,158.5,10.2
386-8943,180.2,97.7,181.7,8.4
386-8984,142.9,177.9,113.3,6.6
386-9141,198.5,42.5,179.2,12.4
386-9177,165.6,195.9,118.3,11.8
386-9711,190.9,149.7,191.4,13.0
386-9724,222.1,199.4,162.4,9.4
386-9774,129.5,354.2,145.5,10.9
386-9790,280.2,220.5,136.9,13.3
386-9981,200.0,107.9,233.7,11.4
387-1116,242.2,226.1,268.6,8.2
387-1343,139.8,138.2,221.0,5.5
387-1535,249.8,261.9,166.8,12.7
387-2014,202.6,163.0,268.1,8.3
387-2041,70.7,211.0,174.6,0.0
387-2604,242.3,350.9,163.1,11.3
387-2698,153.7,194.0,256.1,14.1
387-2799,223.2,127.5,289.3,14.5
387-2919,129.9,173.3,247.2,11.2
387-3332,166.8,236.0,307.6,9.3
387-3422,124.7,250.4,216.4,7.8
387-4064,161.8,273.0,153.9,13.7
387-4504,145.0,209.1,328.5,14.6
387-5411,200.2,244.4,207.2,11.6
387-5453,272.6,248.7,197.4,9.5
387-5533,239.0,273.0,278.2,13.5
387-5860,172.7,120.1,216.1,10.3
387-5891,307.1,289.4,174.9,8.0
387-6031,176.3,201.0,161.9,11.3
387-6065,124.4,320.9,157.2,10.4
387-6103,179.1,190.6,127.7,10.6
387-6440,172.3,174.0,188.2,13.0
387-6498,150.5,120.3,271.2,9.0
387-6716,206.3,292.8,43.7,10.6
387-6912,207.7,199.7,216.5,7.3
387-7371,284.4,157.0,242.8,8.4
387-7641,110.1,169.0,166.7,9.2
387-7757,291.1,226.7,219.1,7.5
387-8201,190.5,178.4,162.4,13.1
387-9137,277.3,228.4,117.3,12.8
387-9301,240.4,118.9,164.2,11.2
387-9855,93.5,183.4,240.7,9.9
388-1250,187.3,239.7,167.5,15.1
388-2240,203.5,200.3,214.0,13.4
388-4282,167.6,154.5,281.4,17.3
388-4331,107.9,187.0,218.5,0.0
388-4459,128.8,203.9,282.6,14.1
388-4571,185.2,170.4,165.1,9.5
388-4879,186.7,335.0,187.2,16.5
388-5850,194.3,189.9,232.2,9.0
388-6026,196.2,176.5,232.4,15.2
388-6223,178.8,178.4,169.2,7.5
388-6441,179.3,225.9,323.0,8.6
388-6479,217.5,233.7,163.9,9.0
388-6658,143.7,170.7,287.7,7.8
388-7355,128.7,240.8,237.7,12.8
388-7540,255.1,230.6,218.0,8.5
388-7701,196.0,213.4,196.8,7.9
388-8282,234.2,216.7,130.6,13.9
388-8583,308.0,247.8,152.9,7.4
388-8670,166.9,154.9,189.4,7.2
388-8722,179.7,299.8,185.3,7.6
388-8797,169.9,138.3,142.6,8.5
388-8891,108.0,241.9,252.1,10.4
388-8948,125.5,128.9,251.9,6.3
388-9285,143.0,212.2,104.9,15.3
388-9464,99.4,275.0,212.1,16.7
388-9568,213.4,234.5,250.1,2.7
388-9653,58.4,262.2,159.0,11.9
388-9944,94.4,215.1,179.7,13.1
389-1475,94.4,136.2,147.4,4.5
389-2114,235.8,176.0,63.6,7.3
389-2477,234.1,200.2,237.4,13.1
389-2540,174.0,161.3,260.7,11.4
389-2631,192.3,165.3,205.0,9.0
389-2747,87.7,223.0,182.3,7.3
389-3206,183.1,160.1,311.8,7.0
389-4083,230.9,223.0,157.8,9.7
389-4278,183.4,237.6,228.0,9.0
389-4602,150.8,295.9,247.2,12.5
389-4608,291.2,234.2,191.7,8.9
389-4695,200.1,300.9,236.0,11.9
389-4780,214.7,158.6,123.4,9.4
389-5649,177.3,152.8,162.9,5.1
389-5988,121.7,184.0,266.6,12.7
389-6037,186.0,66.0,213.1,12.9
389-6081,264.0,132.2,177.7,10.6
389-6082,238.9,187.2,181.1,11.8
389-6790,154.4,221.4,208.5,10.3
389-6955,159.6,276.8,223.5,8.8
389-7012,211.2,231.1,220.9,6.3
389-7073,211.7,159.9,144.1,12.2
389-7620,118.5,177.8,255.7,12.1
389-8096,105.7,141.8,180.5,6.6
389-8163,192.3,129.3,136.3,6.3
389-8417,169.7,141.4,253.0,10.5
389-8606,200.7,264.2,172.7,9.1
389-9120,165.4,115.7,193.8,12.8
389-9783,220.7,119.3,165.1,11.5
390-1552,131.1,176.2,89.7,4.3
390-1612,142.6,208.2,171.0,12.0
390-1760,139.0,132.9,272.0,12.1
390-2320,139.7,202.6,203.6,11.3
390-2390,167.1,177.5,249.4,14.1
390-2433,189.3,155.9,186.0,7.4
390-2755,114.3,199.8,194.7,7.5
390-2805,246.5,195.5,200.5,11.7
390-2891,211.0,189.0,123.0,4.7
390-3401,113.2,189.3,271.8,14.1
390-3565,194.6,232.8,173.4,3.8
390-3761,245.5,192.7,141.7,9.1
390-3873,126.3,168.8,154.6,9.8
390-4003,68.4,193.3,171.5,10.4
390-4152,231.3,171.7,67.7,13.0
390-4789,185.8,192.3,200.0,6.6
390-5055,122.0,220.2,179.7,10.8
390-5267,183.4,269.1,203.5,6.7
390-5316,114.1,161.5,176.3,13.0
390-5470,59.5,257.2,208.3,11.1
390-5686,228.2,263.7,142.6,10.7
390-6101,231.0,230.4,261.4,9.5
390-6388,164.1,219.1,220.3,12.3
390-6932,236.3,152.8,160.3,11.2
390-7274,85.8,165.3,178.5,9.2
390-7328,156.1,180.3,179.6,11.1
390-7370,192.3,88.7,229.4,10.5
390-7434,170.1,193.3,105.9,12.8
390-7863,176.4,201.0,150.4,11.2
390-7930,154.4,168.3,239.9,11.7
390-8760,181.5,218.4,161.6,8.5
390-8876,150.6,119.0,232.9,6.4
390-9359,100.1,246.3,255.0,5.9
390-9627,195.7,209.1,201.1,8.3
390-9698,193.1,172.1,129.6,10.2
390-9735,260.8,163.7,271.7,17.0
390-9811,186.4,201.0,286.7,11.1
390-9986,240.2,230.3,217.0,5.2
391-1348,163.5,203.1,232.0,7.8
391-1499,287.4,235.3,292.1,5.0
391-1737,174.3,140.2,215.4,9.0
391-1783,109.1,187.1,216.6,10.0
391-1793,189.1,178.2,199.3,11.1
391-2022,144.6,140.0,165.4,10.9
391-2159,167.4,143.8,140.1,10.3
391-2231,184.1,204.9,224.3,9.8
391-2334,58.2,202.1,210.5,10.4
391-2702,195.9,213.9,88.2,8.6
